t,n_rel,C1,C2,C3,C4,C5,C6,I,X,T_f,T_c
0.0,0.0625,45.74092741935484,123.4118852459016,30.349099099099092,22.55502491694352,1.7338267543859651,0.23982558139534885,1.0689655172413794e15,9.343065693430659e14,450.0,520.0
0.0006112636728830768,0.09996538043079398,45.74102552002333,123.41253627527846,30.349681746244617,22.556199085148837,1.7341685440690806,0.23995036275015327,1.068965498482135e15,9.343065762292588e14,450.0826581374222,519.9626120574998
0.0008786938221691637,0.12075950778488478,45.741141059630976,123.41330303325722,30.350367957737642,22.557581919137302,1.7345710227582578,0.24009725853149133,1.0689654903059041e15,9.343065792306111e14,450.1200609817919,519.9462876398562
0.0012718404157625973,0.15746003646407544,45.741412027853585,123.41510126094434,30.351977266889,22.560824867357677,1.7355147836554983,0.24044162040935824,1.0689654783292786e15,9.343065836270221e14,450.17678314960295,519.9223262038425
0.0016649870093560309,0.2030255025058166,45.74182917886664,123.41786959466297,30.354454734616343,22.565817115668615,1.7369674423116153,0.24097152188568985,1.0689654664150736e15,9.343065880005195e14,450.23602634326323,519.8984094036115
0.0020581336029494644,0.25959833802914156,45.74242782434336,123.42184236781043,30.358010053286762,22.572981112519525,1.7390518027211592,0.2417316610465983,1.0689654545783675e15,9.343065923455685e14,450.2984112424682,519.8745381627912
0.002451280196542898,0.3298388182104201,45.74325181002468,123.42731054709887,30.36290359338216,22.58284140305033,1.7419203480311,0.24277753870772872,1.0689654428378828e15,9.343065966552961e14,450.3647085171493,519.8507136423224
0.0028444267901363315,0.417050207940805,45.74435557844239,123.43463542108638,30.36945865263144,22.596049306329277,1.7457624141289525,0.24417806948451637,1.0689654312168664e15,9.343066009211688e14,450.4358750808304,519.826937297794
0.003237573383729765,0.5253341272253992,45.74580673009876,123.44426559653769,30.37807666514166,22.613413555837464,1.7508130967256603,0.24601882382610613,1.0689654197441845e15,9.343066051325904e14,450.51309910459014,519.8032109506347
0.0036307199773231986,0.6597834148710123,45.74768920343569,123.45675810116163,30.38925608510583,22.635938342795118,1.7573643104178516,0.24840605333400753,1.0689654084556795e15,9.343066092764038e14,450.59785590653826,519.7795368765118
0.004023866570916633,0.8267215133750467,45.75010722289764,123.47280458353154,30.403615831705253,22.664870548519445,1.7657785189674609,0.25147168835872463,1.0689653973958558e15,9.343066133362719e14,450.69197734088385,519.7559179150917
0.004417013164510066,1.0339995530290544,45.75319020029304,123.49326383923223,30.421924395012308,22.70175838149301,1.7765057808868472,0.2553795423103079,1.068965386619973e15,9.343066172919101e14,450.79773794163754,519.7323576063238
0.0048101597581035,1.2913649741074666,45.75709881911928,123.51920218732499,30.44513596672027,22.74852416672076,1.7901049090372865,0.2603330133966866,1.0689653761966441e15,9.343066211181318e14,450.9179618573824,519.7088603596478
0.005203306351696933,1.6109188063409494,45.76203258653811,123.55194358635457,30.474435286264423,22.807554693199968,1.8072697342963155,0.2665846441491875,1.0689653662110604e15,9.343066247836649e14,451.05615558056485,519.6854316640687
0.005596452945290367,2.007682761131756,45.76823920571802,123.59313183057387,30.511293296878097,22.881813339186923,1.8288616999318377,0.2744479852038068,1.0689653567689922e15,9.343066282496826e14,451.21667267036224,519.6620783489551
0.0059895995388838,2.5003022463832414,45.77602620527454,123.64480772459888,30.55753620503612,22.974979200046175,1.8559503054946431,0.2843123161485392,1.068965348001757e15,9.343066314679808e14,451.4049181447293,519.6388089077836
0.006382746132477234,3.1119174765301927,45.78577536614776,123.70950482225973,30.615431151990677,23.09161968295584,1.8898632793465246,0.2966609073849084,1.0689653400723776e15,9.343066343787166e14,451.6276020380788,519.6156338999726
0.0067758927260706675,3.8712422402793085,45.79796061379096,123.79036816175784,30.687792463451196,23.237404558489736,1.9322488024559274,0.3120936683721951,1.0689653331832232e15,9.343066369076039e14,451.89305386239903,519.5925664495829
0.007169039319664101,4.813898850931889,45.81317020017494,123.89130146865614,30.77811337357354,23.41937133289669,1.9851526507773056,0.33135522586056454,1.0689653275854814e15,9.343066389624354e14,452.2116124622145,519.5696228641267
0.007562185913257535,5.984068602736247,45.83213419191228,124.0171495710432,30.890729258391232,23.64625409944598,2.051113790511911,0.3553697184608673,1.0689653235908959e15,9.343066404287759e14,452.596109124406,519.5468234022485
0.007955332506850968,7.4365299566701415,45.85575851480504,124.17392432405941,31.03101980337227,23.928890826568786,2.1332827742567404,0.38528389003078595,1.0689653215863034e15,9.343066411646246e14,453.0624659159692,519.5241932258356
0.008348479100444402,9.239171914324197,45.88516708924666,124.36908422648189,31.205659217011142,24.28072743956306,2.235568274050465,0.4225204239039163,1.0689653220516252e15,9.343066409938106e14,453.6304362155671,519.5017635804676
0.008741625694037835,11.476087754504256,45.921753933794385,124.61188018749763,31.422925638506225,24.718441154555897,2.362818279607463,0.46884389385166236,1.068965325582117e15,9.343066396978259e14,454.3245204297149,519.4795732583416
0.009165955201541924,14.498173101765616,45.971297494782156,124.9406588446811,31.717133523763522,25.311162764032538,2.5351295229997506,0.5315697047936174,1.0689653336860956e15,9.343066367229934e14,455.25032072599066,519.4559471460652
0.009590284709046012,18.311212012387205,46.03394246785857,125.3563803906053,32.08914198300897,26.0606224966233,2.7530042795338505,0.6108801175497964,1.0689653473844665e15,9.343066316945564e14,456.4063282479112,519.4327319497962
0.00995018185206773,22.31653133075327,46.099869018655575,125.79387891070111,32.480637277075644,26.849339620026647,2.9822897403912014,0.6943428089690534,1.0689653644658939e15,9.343066254242585e14,457.61161586522866,519.4134344785765
