t,n_rel,C1,C2,C3,C4,C5,C6,I,X,T_f,T_c
0.0,0.0625,45.74092741935484,123.4118852459016,30.349099099099092,22.55502491694352,1.7338267543859651,0.23982558139534885,1.0689655172413794e15,9.343065693430659e14,450.0,520.0
0.0005453625229356537,0.09529775859600498,45.74100452446033,123.41239694177914,30.349557048696273,22.555947794507816,1.734095400330143,0.23992366307539817,1.068965500500145e15,9.343065754884824e14,450.07356915192514,519.9666378793078
0.000792612421732876,0.11373840795318658,45.74109833455474,123.41301949609787,30.35011420634595,22.55707056994295,1.7344221971892244,0.24004294409060167,1.068965492935336e15,9.343065782653925e14,450.1079267798216,519.9515399964703
0.0011631097625717731,0.14652797689312885,45.741323859943755,123.41451615237264,30.351453630918495,22.559769689222517,1.7352077195109472,0.24032958877518956,1.0689654816359479e15,9.343065824132015e14,450.16086812198836,519.9289486717271
0.0015336071034106704,0.18674365096872653,45.741671690352234,123.41682445656566,30.35351941143598,22.563932398332632,1.73641904220425,0.24077149275517512,1.0689654703887841e15,9.343065865418398e14,450.2159162094801,519.9063967916104
0.0019041044442495675,0.23607020928037636,45.74216952946753,123.4201282543821,30.356476061574476,22.569890128407184,1.7381525110966387,0.24140372402974175,1.0689654592056749e15,9.343065906469648e14,450.27355800031376,519.8838850766409
0.0022746017850884645,0.29657510023817746,45.74285136687824,123.42465310568551,30.36052542278544,22.57804951159197,1.7405263327685814,0.24226930762243507,1.0689654481011335e15,9.343065947232485e14,450.33439093100105,519.861414421718
0.0026450991259273616,0.37079542892157064,45.743758905924764,123.43067575992289,30.36591514334946,22.58890946306034,1.7436855402618652,0.24342103303918738,1.0689654370929679e15,9.343065987641542e14,450.3991480119745,519.8389859356768
0.0030155964667662586,0.46184471927659854,45.7449433161281,123.43853578549894,30.372949084884638,22.60308214610574,1.747808087591909,0.2449236725983025,1.0689654262030278e15,9.343066027616614e14,450.46872862770556,519.8166009898301
0.0033860938076051557,0.5735439392578562,45.746467383972664,123.44864984268503,30.382000094413858,22.62131870292214,1.7531123296375293,0.24685670402223928,1.0689654154581231e15,9.343066067059286e14,450.5442363381726,519.7942612775403
0.0037565911484440527,0.7105822901475622,45.74840815255441,123.4615292007106,30.393525679478543,22.64454083390183,1.7598662021846947,0.24931765186615085,1.0689654048911522e15,9.343066105848791e14,450.62702527247944,519.7719688873245
0.00412708848928295,0.8787144999001748,45.75086016111481,123.47780123578428,30.408087245574748,22.67387955363705,1.7683984882252852,0.2524261883191861,1.0689653945424836e15,9.343066143836946e14,450.71875706588133,519.7497263925745
0.004497585830121847,1.0850028729262782,45.75393942059994,123.49823581348585,30.42637370435305,22.710722752321452,1.7791126439690155,0.2563291657111217,1.068965384461655e15,9.343066180841905e14,450.8214707329509,519.7275369616617
0.004868083170960744,1.3381141931818479,45.757788292129064,123.52377766299736,30.44923044359626,22.75677355906074,1.7925037649483684,0.2612067919743967,1.0689653747094555e15,9.343066216640525e14,450.9376684099728,519.7054044930607
0.005238580511799641,1.6486838225741183,45.762581472855786,123.55558610015318,30.477694873263683,22.81412195341252,1.809179403353988,0.2672802079046158,1.0689653653604818e15,9.34306625095897e14,451.0704205604635,519.68333378117
0.005609077852638538,2.029762063429007,45.768533339637635,123.59508376110468,30.51304003465346,22.885332620985018,1.829885107476926,0.27482078320362746,1.0689653565062748e15,9.343066283461212e14,451.2234950449819,519.6613307197979
0.0059795751934774355,2.4973611560416416,45.775906956969436,123.64401638028286,30.556828092516533,22.973552719348547,1.855535749021031,0.28416151922249977,1.0689653482591642e15,9.343066313734908e14,451.4015154412965,519.6394025518522
0.0063500725343163325,3.0711252673683394,45.78502512389495,123.70452609931624,30.610975935296672,23.082644037113564,1.8872539414263168,0.2957110327190221,1.0689653407569878e15,9.343066341274079e14,451.6101552005882,519.6175581756967
0.0067205698751552296,3.7751506140804807,45.79628391758092,123.7792413441645,30.677835601375516,23.217345021630262,1.9264171408810844,0.30997069996001225,1.0689653341688731e15,9.343066365457885e14,451.8563756835314,519.5958085209936
0.007091067215994127,4.638988580619444,45.810169291831706,123.8713869752789,30.7602928465536,23.383469354185596,1.9747153715164556,0.3275556678143922,1.0689653287023258e15,9.343066385524614e14,452.1487178879104,519.5741670097198
0.007461564556833024,5.698871470162602,45.82727741038396,123.98491922230374,30.86188788987036,23.58814920584711,2.034221939006314,0.3492205923310237,1.0689653246119116e15,9.343066400539792e14,452.49765981570806,519.5526501215426
0.00783206189767192,6.999208481198835,45.84833954112027,124.1246908856902,30.986963243628363,23.840133057292366,2.107480005533345,0.37589115043817256,1.0689653222098871e15,9.343066409357186e14,452.91605399848874,519.531278087002
0.008202559238510819,8.594408717228893,45.87425251248689,124.29665344989235,31.140844573555608,24.150150061252862,2.1976085081186385,0.40870259203502024,1.0689653218792042e15,9.343066410571044e14,453.4196627775989,519.5100757371068
0.008573056579349717,10.551098521094278,45.906115941675786,124.50810413495255,31.330061771826465,24.531355417776254,2.308431626516481,0.4490468632729399,1.0689653240894068e15,9.34306640245775e14,454.0278125953147,519.4890735442073
0.00896368429658156,13.095746827864565,45.94764533003039,124.78369956814494,31.576678809993396,25.02819982198655,2.4528715008929383,0.5016277959692886,1.0689653298078724e15,9.343066381466232e14,454.8084172064498,519.4671883420131
0.009385947941842106,16.537009778056625,46.00392665306254,125.1571910376215,31.910897963393936,25.701529389518402,2.648616239648195,0.5728838571705417,1.0689653408524612e15,9.343066340923439e14,455.8523494563956,519.4438905803653
